row,string_id,speaker,source_speaker_key,category,attribution_confidence,attribution_basis,text,raw_text
1876,287064896433098756,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"Of course, I can also add a splash of [C0]colour[/C0] to your hull. I'm sorry to say that [C2]my selection of pigments limited at the moment[/C2], though...","PAINTER_NAME_KEY: Of course, I can also add a splash of [C0]colour[/C0] to your hull. I'm sorry to say that [C2]my selection of pigments limited at the moment[/C2], though..."
1877,287064896433098757,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Could I help find more pigments?,Could I help find more pigments?
1878,287064896433098758,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Back.\],\[Back.\]
1879,287064896433098759,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Hmm...,PAINTER_NAME_KEY: Hmm...
1880,287064896433098760,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,He thinks for a short while.,He thinks for a short while.
1881,287064896433098761,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"The other day, down by the shoreline, I saw a [C3]strange crab[/C3] with the most strikingly vibrant coloration.","PAINTER_NAME_KEY: The other day, down by the shoreline, I saw a [C3]strange crab[/C3] with the most strikingly vibrant coloration."
1882,287064896433098762,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"My knees aren't suited to clambering over rocks and chasing crustaceans, you see, but if you caught such a creature...","PAINTER_NAME_KEY: My knees aren't suited to clambering over rocks and chasing crustaceans, you see, but if you caught such a creature..."
1883,287064896433098763,Narrator / scene text,,narration,inferred,third-/second-person scene description,"He clears scraps of cloth and paper from his workbench, revealing a large pestle & mortar.","He clears scraps of cloth and paper from his workbench, revealing a large pestle & mortar."
1884,287064896433098764,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,With the right binding agent...we can grind them together for a new mixture...,PAINTER_NAME_KEY: With the right binding agent...we can grind them together for a new mixture...
1885,287064896433098765,Narrator / scene text,,narration,inferred,third-/second-person scene description,"He turns back to you, a cunning plan formed in his mind.","He turns back to you, a cunning plan formed in his mind."
1886,287064896433098766,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Fisherman. Bring me some of those [C3]strange crabs[/C3]. We'll turn your vessel into a work of art!,PAINTER_NAME_KEY: Fisherman. Bring me some of those [C3]strange crabs[/C3]. We'll turn your vessel into a work of art!
1887,287064896433098767,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"Yes, of course. As I mentioned previously, if you're able to [C3]bring me crabs of the most unusual colors[/C3], we can grind them up for their pigment.","PAINTER_NAME_KEY: Yes, of course. As I mentioned previously, if you're able to [C3]bring me crabs of the most unusual colors[/C3], we can grind them up for their pigment."
1888,287064896433098768,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you do here?,What do you do here?
1889,287064896433098769,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,That should be all we need...let me grind them together...,PAINTER_NAME_KEY: That should be all we need...let me grind them together...
1890,287064896433098770,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,That flag's been taken down for you now.,PAINTER_NAME_KEY: That flag's been taken down for you now.
1891,287064896433098771,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"Okay, I've removed the bunting for now.","PAINTER_NAME_KEY: Okay, I've removed the bunting for now."
1892,287073026999128064,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,"But, ah, for now...","PAINTER_NAME_KEY: But, ah, for now..."
1893,288867811497938944,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching to the [C0]North[/C0] of [C0]The Marrows[/C0]?,PAINTER_NAME_KEY: Have you tried searching to the [C0]North[/C0] of [C0]The Marrows[/C0]?
1894,288867811514716160,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching to the [C0]South[/C0] of [C0]The Marrows[/C0]?,PAINTER_NAME_KEY: Have you tried searching to the [C0]South[/C0] of [C0]The Marrows[/C0]?
1895,288867811514716161,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching around [C0]Gale Cliffs[/C0]?,PAINTER_NAME_KEY: Have you tried searching around [C0]Gale Cliffs[/C0]?
1896,288867811514716162,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching around [C0]Stellar Basin[/C0]?,PAINTER_NAME_KEY: Have you tried searching around [C0]Stellar Basin[/C0]?
1897,288874556261732352,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching around [C0]Twisted Strand[/C0]?,PAINTER_NAME_KEY: Have you tried searching around [C0]Twisted Strand[/C0]?
1898,288874556265926656,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Have you tried searching around [C0]Devil's Spine[/C0]?,PAINTER_NAME_KEY: Have you tried searching around [C0]Devil's Spine[/C0]?
1899,289917227480829952,Painter,PAINTER_NAME_KEY,character speech,explicit,explicit speaker label,Although...you already have so many - I'm not sure there are any more out there...,PAINTER_NAME_KEY: Although...you already have so many - I'm not sure there are any more out there...
1900,298319190455144448,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Down here to investigate the ice field too? It seems to have appeared out of nowhere - my best guess is that it drifted up from the south.,TRAVELLING_MERCHANT_NAME_KEY: Down here to investigate the ice field too? It seems to have appeared out of nowhere - my best guess is that it drifted up from the south.
1901,298319190484504576,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Either way, I thought I should set up a pontoon here - but when I went to stake my claim, I noticed some old equipment on the ice...","TRAVELLING_MERCHANT_NAME_KEY: Either way, I thought I should set up a pontoon here - but when I went to stake my claim, I noticed some old equipment on the ice..."
1902,298319190488698880,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Come and check it out when you get a second.,TRAVELLING_MERCHANT_NAME_KEY: Come and check it out when you get a second.
1903,298319190488698881,Narrator / scene text,,narration,inferred,third-/second-person scene description,The Travelling Merchant has crossed over to the nearby iceberg and is inspecting some old pieces of metal. You approach.,The Travelling Merchant has crossed over to the nearby iceberg and is inspecting some old pieces of metal. You approach.
1904,298319190488698882,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"It's so weird, this stuff seems old. Like, really old.","TRAVELLING_MERCHANT_NAME_KEY: It's so weird, this stuff seems old. Like, really old."
1905,298319190488698883,Narrator / scene text,,narration,inferred,third-/second-person scene description,"She kicks a large sheet of metal, half-embedded in the ice. A thin layer of snow dislodges, revealing lines of rivet holes.","She kicks a large sheet of metal, half-embedded in the ice. A thin layer of snow dislodges, revealing lines of rivet holes."
1906,298319190488698884,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,And come in here - look!,TRAVELLING_MERCHANT_NAME_KEY: And come in here - look!
1907,298319190488698885,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You follow her into a small makeshift shelter, ruined by years of harsh weather. Inside are some schematics nailed to a table, still barely legible.","You follow her into a small makeshift shelter, ruined by years of harsh weather. Inside are some schematics nailed to a table, still barely legible."
1908,298319190488698886,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,See how they angled these sheets...and the lining of the metal around the bow...,TRAVELLING_MERCHANT_NAME_KEY: See how they angled these sheets...and the lining of the metal around the bow...
1909,298319190488698887,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Whoever was here, I think they were constructing an [C0]Icebreaker[/C0]!","TRAVELLING_MERCHANT_NAME_KEY: Whoever was here, I think they were constructing an [C0]Icebreaker[/C0]!"
1910,298319190488698888,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Could you make another one using these plans?,Could you make another one using these plans?
1911,298319190488698889,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Probably! But...ah, let me see...","TRAVELLING_MERCHANT_NAME_KEY: Probably! But...ah, let me see..."
1912,298319190488698890,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What's an Icebreaker?,What's an Icebreaker?
1913,298319190488698891,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,It's a reinforced structure attached to the front of ships to help them [C1]safely cut a path through ice[/C1].,TRAVELLING_MERCHANT_NAME_KEY: It's a reinforced structure attached to the front of ships to help them [C1]safely cut a path through ice[/C1].
1914,298319190488698892,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"With these plans, I could probably make another...hmm...","TRAVELLING_MERCHANT_NAME_KEY: With these plans, I could probably make another...hmm..."
1915,298319190488698893,Narrator / scene text,,narration,inferred,third-/second-person scene description,She trudges outside again and paces out the length of the metal scraps on the ice.,She trudges outside again and paces out the length of the metal scraps on the ice.
1916,298319190488698894,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"We've got most of the basic materials here already, but of course, we're [C2]missing the most crucial pieces[/C2].","TRAVELLING_MERCHANT_NAME_KEY: We've got most of the basic materials here already, but of course, we're [C2]missing the most crucial pieces[/C2]."
1917,298319190488698895,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"An [C0]Icebreaker[/C0] needs [C0]specially tempered, angled metal[/C0], as well as [C0]components designed to minimize the impact[/C0] to your hull.","TRAVELLING_MERCHANT_NAME_KEY: An [C0]Icebreaker[/C0] needs [C0]specially tempered, angled metal[/C0], as well as [C0]components designed to minimize the impact[/C0] to your hull."
1918,298319190488698896,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I can't see any of those here, but...whoever left all this stuff here, maybe they left other pieces elsewhere?","TRAVELLING_MERCHANT_NAME_KEY: I can't see any of those here, but...whoever left all this stuff here, maybe they left other pieces elsewhere?"
1919,298319190488698897,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Or maybe you'll be able to find their old ship and salvage the [C0]Icebreaker[/C0] they already built? That would be convenient! Anyway...,TRAVELLING_MERCHANT_NAME_KEY: Or maybe you'll be able to find their old ship and salvage the [C0]Icebreaker[/C0] they already built? That would be convenient! Anyway...
1920,298319190488698898,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"To build a new [C0]Icebreaker[/C0], these are the parts we'll need.","TRAVELLING_MERCHANT_NAME_KEY: To build a new [C0]Icebreaker[/C0], these are the parts we'll need."
1921,298319190488698899,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"That's everything! Let me just warm my hands up a little, then I'll get started...","TRAVELLING_MERCHANT_NAME_KEY: That's everything! Let me just warm my hands up a little, then I'll get started..."
1922,298319190488698900,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Alright, I think that should do it. [C0]The front of your ship can now break through chunks of ice[/C0]!","TRAVELLING_MERCHANT_NAME_KEY: Alright, I think that should do it. [C0]The front of your ship can now break through chunks of ice[/C0]!"
1923,298319190488698901,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,Go ahead and test it out! I'll be watching from here.,TRAVELLING_MERCHANT_NAME_KEY: Go ahead and test it out! I'll be watching from here.
1924,298319190492893184,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Oh, I forgot to mention - just let me know if you want to [C0]temporarily remove that Icebreaker[/C0]. I can swap it out at any of my pontoons.","TRAVELLING_MERCHANT_NAME_KEY: Oh, I forgot to mention - just let me know if you want to [C0]temporarily remove that Icebreaker[/C0]. I can swap it out at any of my pontoons."
1925,298616943462764544,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The worksite is empty.,The worksite is empty.
1926,298616943462764545,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"I've been looking through the schematics we found before, and there are plans here for another device too!","TRAVELLING_MERCHANT_NAME_KEY: I've been looking through the schematics we found before, and there are plans here for another device too!"
1927,298616943462764546,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"They're for an [C0]Ice Shaper[/C0] - that's different to your [C0]Icebreaker[/C0], by the way - it's for cutting chunks of ice.","TRAVELLING_MERCHANT_NAME_KEY: They're for an [C0]Ice Shaper[/C0] - that's different to your [C0]Icebreaker[/C0], by the way - it's for cutting chunks of ice."
1928,298616943462764547,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"If you find the [C2]missing device[/C2], I'll be able to use the machine to harvest [C0]ice blocks[/C0] for refrigeration!","TRAVELLING_MERCHANT_NAME_KEY: If you find the [C2]missing device[/C2], I'll be able to use the machine to harvest [C0]ice blocks[/C0] for refrigeration!"
1929,298616943462764548,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"The [C0]blocks of ice[/C0] can be packed into your cargo to [C1]slow fish spoilage[/C1]. Pretty handy, right?","TRAVELLING_MERCHANT_NAME_KEY: The [C0]blocks of ice[/C0] can be packed into your cargo to [C1]slow fish spoilage[/C1]. Pretty handy, right?"
1930,298616943462764549,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,This is what the [C2]missing[/C2] [C0]Ice Shaper[/C0] looks like.,TRAVELLING_MERCHANT_NAME_KEY: This is what the [C2]missing[/C2] [C0]Ice Shaper[/C0] looks like.
1931,298616943462764550,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,You really found it! How on earth do you actually locate that stuff down there in the deep? Anyway...,TRAVELLING_MERCHANT_NAME_KEY: You really found it! How on earth do you actually locate that stuff down there in the deep? Anyway...
1932,298616943462764551,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Let me slot this blade in here and...yeah, that seems right...I think it's ready to start cutting!","TRAVELLING_MERCHANT_NAME_KEY: Let me slot this blade in here and...yeah, that seems right...I think it's ready to start cutting!"
1933,298616943466958848,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"Blocks of ice, coming right up!","TRAVELLING_MERCHANT_NAME_KEY: Blocks of ice, coming right up!"
1934,298616943466958849,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"That works pretty well! Here, these are on the house.","TRAVELLING_MERCHANT_NAME_KEY: That works pretty well! Here, these are on the house."
1935,298616943479541760,Travelling Merchant,TRAVELLING_MERCHANT_NAME_KEY,character speech,explicit,explicit speaker label,"From now on I'll be able to stock some of these ice blocks at my pontoons. Thanks, partner!","TRAVELLING_MERCHANT_NAME_KEY: From now on I'll be able to stock some of these ice blocks at my pontoons. Thanks, partner!"
1936,299009947304095744,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"Fisherman! I didn't expect to see you this far south. Well, this is a fortunate turn of events.","PHOTOGRAPHER_NAME_KEY: Fisherman! I didn't expect to see you this far south. Well, this is a fortunate turn of events."
1937,299009947316678656,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"Hmm, hello, I don't think we've met. A fisherman, I presume? Please, try to keep your engine noise to a minimum. It tends to frighten the wildlife.","PHOTOGRAPHER_NAME_KEY: Hmm, hello, I don't think we've met. A fisherman, I presume? Please, try to keep your engine noise to a minimum. It tends to frighten the wildlife."
1938,299009947316678657,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"There's a [C0]Narwhal[/C0] somewhere in this ice field. I couldn't get any further in, so I've been trying to take a picture from here with no luck.","PHOTOGRAPHER_NAME_KEY: There's a [C0]Narwhal[/C0] somewhere in this ice field. I couldn't get any further in, so I've been trying to take a picture from here with no luck."
1939,299009947316678658,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"I tried placing some scraps of fish on that ice sheet over there to entice it, but I didn't have enough to hold its attention for long enough. I only caught a glimpse.","PHOTOGRAPHER_NAME_KEY: I tried placing some scraps of fish on that ice sheet over there to entice it, but I didn't have enough to hold its attention for long enough. I only caught a glimpse."
1940,299009947316678659,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,I don't suppose you have any fish you'd be prepared to donate to the pursuit of wildlife photography?,PHOTOGRAPHER_NAME_KEY: I don't suppose you have any fish you'd be prepared to donate to the pursuit of wildlife photography?
1941,299009947316678660,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"[C0]Fill the space[/C0] entirely with [C0]any fish[/C0] you like, I can't imagine the [C0]Narwhal[/C0] is too picky.","PHOTOGRAPHER_NAME_KEY: [C0]Fill the space[/C0] entirely with [C0]any fish[/C0] you like, I can't imagine the [C0]Narwhal[/C0] is too picky."
1942,299009947316678661,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"That's perfect. Now, cut your engines - we need to wait in complete silence.","PHOTOGRAPHER_NAME_KEY: That's perfect. Now, cut your engines - we need to wait in complete silence."
1943,299009947316678662,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,Ssh! I think I hear something under the ice...,PHOTOGRAPHER_NAME_KEY: Ssh! I think I hear something under the ice...
1944,299009947316678663,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,What on earth was that thing?! I'm not sticking around to find out!,PHOTOGRAPHER_NAME_KEY: What on earth was that thing?! I'm not sticking around to find out!
1945,299009947316678664,Narrator / scene text,,narration,inferred,third-/second-person scene description,The Photographer is hurriedly packing camera equipment into boxes. She seems very on edge.,The Photographer is hurriedly packing camera equipment into boxes. She seems very on edge.
1946,299009947316678665,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,"You know, that was [C3]no regular Narwhal[/C3]. It seemed voracious and hyper-aggressive.","PHOTOGRAPHER_NAME_KEY: You know, that was [C3]no regular Narwhal[/C3]. It seemed voracious and hyper-aggressive."
1947,299009947316678666,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,Animals like that tend to be very unpredictable. These ice fields aren't safe with that thing around...you should consider turning back.,PHOTOGRAPHER_NAME_KEY: Animals like that tend to be very unpredictable. These ice fields aren't safe with that thing around...you should consider turning back.
1948,299009947316678667,Photographer,PHOTOGRAPHER_NAME_KEY,character speech,explicit,explicit speaker label,I'll be out of here as soon as I've packed my things away.,PHOTOGRAPHER_NAME_KEY: I'll be out of here as soon as I've packed my things away.
1949,299388449014575104,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A cold wind whistles through the doorway of the only cabin still standing. Behind it, a frozen-over dig site is littered with tools and debris.","A cold wind whistles through the doorway of the only cabin still standing. Behind it, a frozen-over dig site is littered with tools and debris."
1950,299388449018769408,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You enter the small cabin, the door long since fallen from its hinges. A rotting table sits inside.","You enter the small cabin, the door long since fallen from its hinges. A rotting table sits inside."
1951,299388449018769409,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Fragments of the ice shard litter the floor, filling most of the room. The only thing not covered is an old table in front of you.","Fragments of the ice shard litter the floor, filling most of the room. The only thing not covered is an old table in front of you."
1952,299388449018769410,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A [C0]massive shard of ice[/C0] rises from the floor inside, bursting through the ceiling. It fills the room, engulfing all but an old table in front of you.","A [C0]massive shard of ice[/C0] rises from the floor inside, bursting through the ceiling. It fills the room, engulfing all but an old table in front of you."
1953,299388449018769411,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What do you want to do?,What do you want to do?
1954,299388449018769412,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Open the book.\],\[Open the book.\]
1955,299388449018769413,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Inspect the empty table.\],\[Inspect the empty table.\]
1956,299388449018769414,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Inspect the shard of ice.\],\[Inspect the shard of ice.\]
1957,299388449018769415,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1958,299388449018769416,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You open the book, its frozen spine cracking for the first time in decades. Which entry do you want to read?","You open the book, its frozen spine cracking for the first time in decades. Which entry do you want to read?"
1959,299388449018769417,Narrator / scene text,,narration,inferred,third-/second-person scene description,"With great care, you carefully turn to one of the earlier pages.","With great care, you carefully turn to one of the earlier pages."
1960,299388449018769418,Captain's Log,CAPTAINS_LOG_NAME_KEY,attributed written text,explicit,explicit speaker label,The vessel was pursued by a particularly [C2]aggressive Narwhal[/C2]. Some men [C0]placed fish on the ice nearby[/C0] in an effort to distract it.,CAPTAINS_LOG_NAME_KEY: The vessel was pursued by a particularly [C2]aggressive Narwhal[/C2]. Some men [C0]placed fish on the ice nearby[/C0] in an effort to distract it.
1961,299388449018769419,Captain's Log,CAPTAINS_LOG_NAME_KEY,attributed written text,explicit,explicit speaker label,"It appeared to work, though only for a time. It resurfaced and needed satiating repeatedly.","CAPTAINS_LOG_NAME_KEY: It appeared to work, though only for a time. It resurfaced and needed satiating repeatedly."
1962,299388449018769420,Captain's Log,CAPTAINS_LOG_NAME_KEY,attributed written text,explicit,explicit speaker label,"If we can't find a more permanent solution to the beast, we'll have to make sure we keep [C0]enough fish on hand to placate it[/C0].","CAPTAINS_LOG_NAME_KEY: If we can't find a more permanent solution to the beast, we'll have to make sure we keep [C0]enough fish on hand to placate it[/C0]."
1963,299388449018769421,Narrator / scene text,,narration,inferred,third-/second-person scene description,"A few other entries appear to be legible, so you add them to your cabin to read later.","A few other entries appear to be legible, so you add them to your cabin to read later."
1964,299388449018769422,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The table is empty, save for some ancient scratches in the rotten wood.","The table is empty, save for some ancient scratches in the rotten wood."
1965,299388449018769423,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,"Light pierces through the ice, intensifying and concentrating into a glow in the center. A [C3]dark form[/C3] takes shape against the light.","Light pierces through the ice, intensifying and concentrating into a glow in the center. A [C3]dark form[/C3] takes shape against the light."
1966,299388449018769424,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place an ear to the ice.\],\[Place an ear to the ice.\]
1967,299388449018769425,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Step away.\],\[Step away.\]
1968,299388449018769426,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,A distorted voice echoes from within.,A distorted voice echoes from within.
1969,299388449018769427,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,Don't... disturb... the ice...,SOUL_MIDDLE_NAME_KEY: Don't... disturb... the ice...
1970,299388449022963712,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You return to the shard of ice, a [C3]dark form[/C3] still shimmering deep within.","You return to the shard of ice, a [C3]dark form[/C3] still shimmering deep within."
1971,299388449022963713,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,...,SOUL_MIDDLE_NAME_KEY: ...
1972,299388449022963714,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Who are you?,Who are you?
1973,299388449022963715,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened here?,What happened here?
1974,299388449022963716,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Break the ice.\],\[Break the ice.\]
1975,299388449022963717,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
1976,299388449022963718,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,[C0]Captain[/C0]... the expedition... chart the ice field... appeared suddenly... through the ice...,SOUL_MIDDLE_NAME_KEY: [C0]Captain[/C0]... the expedition... chart the ice field... appeared suddenly... through the ice...
1977,299388449022963719,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,It whispered... promised... stones from the stars...,SOUL_MIDDLE_NAME_KEY: It whispered... promised... stones from the stars...
1978,299388449022963720,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,It knew... three would hear... the heart... beneath the ice...,SOUL_MIDDLE_NAME_KEY: It knew... three would hear... the heart... beneath the ice...
1979,299388449022963721,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The voice grows louder.,The voice grows louder.
1980,299388449022963722,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,It commanded... three listeners... three sacrifices... for three eyes...,SOUL_MIDDLE_NAME_KEY: It commanded... three listeners... three sacrifices... for three eyes...
1981,299388449022963723,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,I obeyed... but... a fourth... now sees... forever... futile...,SOUL_MIDDLE_NAME_KEY: I obeyed... but... a fourth... now sees... forever... futile...
1982,299388449022963724,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,The shadow is silent for a time.,The shadow is silent for a time.
1983,299388449022963725,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,Slumbering... still... should leave... it sees you... before it whispers...,SOUL_MIDDLE_NAME_KEY: Slumbering... still... should leave... it sees you... before it whispers...
1984,299388449022963726,Soul (Middle),SOUL_MIDDLE_NAME_KEY,character speech,explicit,explicit speaker label,Do not... risk breaking... it senses... through the ice... through the shadows... no hope...,SOUL_MIDDLE_NAME_KEY: Do not... risk breaking... it senses... through the ice... through the shadows... no hope...
1985,299388449022963727,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You strike hard against the center of the shard where the shadowy shape appears darkest. A deep crack chases upwards, cleaving away fragments that fall and shatter.","You strike hard against the center of the shard where the shadowy shape appears darkest. A deep crack chases upwards, cleaving away fragments that fall and shatter."
1986,299388449022963728,Narrator / scene text,,narration,inferred,third-/second-person scene description,"The structure peels open, split to its core. A glistening stone lies cradled by broken shapes, wispy threads of starlight trailing from it.","The structure peels open, split to its core. A glistening stone lies cradled by broken shapes, wispy threads of starlight trailing from it."
1987,299388449022963729,Unattributed,,unattributed Yarn text,unknown,no speaker tag; cannot safely infer,You take the stone and leave.,You take the stone and leave.
1988,299740934984069120,Narrator / scene text,,narration,inferred,third-/second-person scene description,"You dock against a small platform of ice formed around a gigantic, clawed hand. You are not the first to find this place - remnants of a long-abandoned camp litter the ice.","You dock against a small platform of ice formed around a gigantic, clawed hand. You are not the first to find this place - remnants of a long-abandoned camp litter the ice."
1989,299740934984069121,Narrator / scene text,,narration,inferred,third-/second-person scene description,A pile of icy splinters mark the place where the spire fell.,A pile of icy splinters mark the place where the spire fell.
1990,299740934984069122,Narrator / scene text,,narration,inferred,third-/second-person scene description,An unnatural spire of ice stands above scraps of snowed-over equipment. A dark shape twists within.,An unnatural spire of ice stands above scraps of snowed-over equipment. A dark shape twists within.
1991,299740934988263424,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Place an ear to the ice.\],\[Place an ear to the ice.\]
1992,299740934988263425,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",Who are you?,Who are you?
1993,299740934988263426,Player (choice),,player option,inferred,"first-person, question or response text without NPC label",What happened?,What happened?
1994,299740934988263427,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Break the ice.\],\[Break the ice.\]
1995,299740934988263428,Player (action choice),,player action choice,inferred,bracketed interactive action,\[Leave.\],\[Leave.\]
