game,file,ref,speaker,text,trigger_or_notes
O2,System_Quests,LM0_MM1_2.DESC_DONE,(unattributed),You have used the villagers to thaw the ice for you,
O2,System_Quests,LM0_MM2.DESC,(unattributed),Do Minimission 2,
O2,System_Quests,LM0_MM2.DESC_DONE,(unattributed),Minimission 2 done,
O2,System_Quests,LM0_MM3.DESC,(unattributed),Do Minimission 3,
O2,System_Quests,LM0_MM3.DESC_DONE,(unattributed),Minimission 3 done,
O2,System_Quests,LM0_MM4.DESC,(unattributed),Do Minimission 4,
O2,System_Quests,LM0_MM4.DESC_DONE,(unattributed),Minimission 4 done,
O2,System_Quests,LM0_MM9.DESC,(unattributed),Do Minimission 9,
O2,System_Quests,LM0_MM9.DESC_DONE,(unattributed),Minimission 9 done,
O2,System_Quests,LM3C_MM9.DESC,(unattributed),Recharge the Tower heart,
O2,System_Quests,LM3C_MM9.DESC_DONE,(unattributed),You have recharged the Tower Heart,
O2,System_Quests,LM3C_MM9_1.DESC,(unattributed),Drain Fay's magic power,
O2,System_Quests,LM3C_MM9_1.DESC_DONE,(unattributed),All of fays power is yours,
O2,System_Quests,LM3C_MM9_TYRANNY.DESC,(unattributed),Decide to keep Fay as mistress or drain her to the death,
O2,System_Quests,LM3C_MM9_TYRANNY.DESC_DONE,(unattributed),Fay has joined you as your mistress,
O2,System_Quests,LM3C_MM9_TYRANNY.DESC_DONE_EVIL,(unattributed),"You killed Fay, her power is yours",
O2,System_Quests,LM4B_SENATOR.DESC,(unattributed),Kill Senator Drearius and his wife,
O2,System_Quests,LM4B_SENATOR.DESC_DONE,(unattributed),They have been killed,
O2,System_Quests,LM4B_CHAIR.DESC,(unattributed),Obtain a sedan chair,
O2,System_Quests,LM4B_CHAIR.DESC_DONE,(unattributed),You have obtained the sedan chair,
O2,System_Quests,LM4A_DRESS.DESC,(unattributed),Dress up 16 Minions as Legionaries to fool the Catapult guards,
O2,System_Quests,LM4A_DRESS.DESC_DONE,(unattributed),You have fooled the guards,
O2,System_Quests,TCT_NORDBERG_QUEST.DESC,(unattributed),Control Nordberg Town,
O2,System_Quests,TCT_NORDBERG_TASK.DESC,(unattributed),Domination or Destruction?,
O2,System_Quests,TCT_NORDBERG_QUEST.DESC_DONE_DOM,(unattributed),You've  dominated Nordberg Town,
O2,System_Quests,TCT_NORDBERG_QUEST.DESC_DONE_DES,(unattributed),You've  destroyed Nordberg Town,
O2,System_Quests,TCT_EVERLIGHT_QUEST.DESC,(unattributed),Control Everlight Town,
O2,System_Quests,TCT_EVERLIGHT_TASK.DESC,(unattributed),Domination or Destruction?,
O2,System_Quests,TCT_EVERLIGHT_QUEST.DESC_DONE_DOM,(unattributed),You've  dominated Everlight Town,
O2,System_Quests,TCT_EVERLIGHT_QUEST.DESC_DONE_DES,(unattributed),You've  destroyed Everlight Town,
O2,System_Quests,TCT_FAIRYLAND_QUEST.DESC,(unattributed),Control Sanctuary Town,
O2,System_Quests,TCT_FAIRYLAND_TASK.DESC,(unattributed),Domination or Destruction?,
O2,System_Quests,TCT_FAIRYLAND_QUEST.DESC_DONE_DOM,(unattributed),You've controlled Sanctuary Town through Domination,
O2,System_Quests,TCT_FAIRYLAND_QUEST.DESC_DONE_DES,(unattributed),You've controlled Sanctuary Town through Destruction,
O2,System_Quests,TCT_TASK_TOTAL.DESC,(unattributed),Total population,
O2,System_Quests,TCT_TASK_ENSLAVED.DESC,(unattributed),Villagers enslaved,
O2,System_Quests,TCT_TASK_KILLED.DESC,(unattributed),Villagers killed,
O2,System_Quests,Q1_HEADER.DESC,(unattributed),Demonstrate your Overlording skills,
O2,System_Quests,Q1_HEADER.DESC_DONE,(unattributed),Demonstrate your Overlording skills,
O2,System_Quests,Q1_TASK_01.DESC,(unattributed),Chase the children away,
O2,System_Quests,Q1_TASK_01.DESC_DONE,(unattributed),You have chased the children away,
O2,System_Quests,Q1_TASK_02.DESC,(unattributed),Show the Minions some magic,
O2,System_Quests,Q1_TASK_02.DESC_DONE,(unattributed),You've demonstrated your magical skills to the Minions,
O2,System_Quests,Q1_TASK_03.DESC,(unattributed),Control the Minions,
O2,System_Quests,Q1_TASK_03.DESC_DONE,(unattributed),You've controlled the Minions,
O2,System_Quests,Q1_TASK_04.DESC,(unattributed),Wreak mayhem and destruction,
O2,System_Quests,Q1_TASK_04.DESC_DONE,(unattributed),You've brought mayhem and destruction to the Midwinter's party,
O2,System_Quests,Q2_HEADER.DESC,(unattributed),Find a way into the Town Square,
O2,System_Quests,Q2_HEADER.DESC_DONE,(unattributed),Find a way into the Town Square,
O2,System_Quests,Q2_TASK_01.DESC,(unattributed),Follow Kelda,
O2,System_Quests,Q2_TASK_01.DESC_DONE,(unattributed),You've followed Kelda,
O2,System_Quests,Q2_TASK_02.DESC,(unattributed),Find the children's secret hideout,
O2,System_Quests,Q2_TASK_02.DESC_DONE,(unattributed),You've located the children's secret hideout,
O2,System_Quests,Q2_TASK_03.DESC,(unattributed),Steal the children's clothes,
O2,System_Quests,Q2_TASK_03.DESC_DONE,(unattributed),Your Minions are now dressed as children,
O2,System_Quests,Q2_TASK_04.DESC,(unattributed),Fool the drunken villager,
O2,System_Quests,Q2_TASK_04.DESC_DONE,(unattributed),You've fooled Nev into letting you into the party,
O2,System_Quests,Q2B_HEADER.DESC,(unattributed),Find out what's going on,
O2,System_Quests,Q2B_HEADER.DESC_DONE,(unattributed),Find out what's going on,
O2,System_Quests,Q2B_TASK_01.DESC,(unattributed),Follow Kelda to the Village Wall,
O2,System_Quests,Q2B_TASK_01.DESC_DONE,(unattributed),You've followed Kelda to the Village Wall,
O2,System_Quests,Q2A_HEADER.DESC,(unattributed),Head into the wilderness,
O2,System_Quests,Q2A_HEADER.DESC_DONE,(unattributed),Head into the wilderness,
O2,System_Quests,Q2A_TASK_01.DESC,(unattributed),Follow the Minions,
O2,System_Quests,Q2A_TASK_01.DESC_DONE,(unattributed),You've followed the Minions,
O2,System_Quests,Q2A_TASK_02.DESC,(unattributed),Capture the Catapult,
O2,System_Quests,Q2A_TASK_02.DESC_DONE,(unattributed),You've taken control of the Catapult,
O2,System_Quests,Q2A_TASK_03.DESC,(unattributed),Shoot the barrier with the Catapult,
O2,System_Quests,Q2A_TASK_03.DESC_DONE,(unattributed),You've crushed the barrier,
O2,System_Quests,Q2A_TASK_04.DESC,(unattributed),Escape across the ice flows to the Minion Burrows,
O2,System_Quests,Q2A_TASK_04.DESC_DONE,(unattributed),You've escaped across the ice flows,
O2,System_Quests,Q3_HEADER.DESC,(unattributed),Become the Overlord,
O2,System_Quests,Q3_HEADER.DESC_DONE,(unattributed),Become the Overlord,
O2,System_Quests,Q3_TASK_01.DESC,(unattributed),Combat Training,
O2,System_Quests,Q3_TASK_01.DESC_DONE,(unattributed),You are combat ready,
O2,System_Quests,Q3_TASK_02.DESC,(unattributed),Gather 30 Lifeforce for Netherworld Minions,
O2,System_Quests,Q3_TASK_02.DESC_DONE,(unattributed),You've collected 30 Lifeforce orbs to create new Minions,
O2,System_Quests,Q3_TASK_03.DESC,(unattributed),Tame Wolves to create Minion Mounts,
O2,System_Quests,Q3_TASK_03.DESC_DONE,(unattributed),You've tamed the Wolves to become mounts for your Brown Minions,
O2,System_Quests,Q3_TASK_04A.DESC,(unattributed),Enter the Sanctuary Cave,
O2,System_Quests,Q3_TASK_04A.DESC_DONE,(unattributed),You've found the Sanctuary Cave,
O2,System_Quests,Q3_TASK_04.DESC,(unattributed),Find a Spell Stone to pep up the Netherworld,
O2,System_Quests,Q3_TASK_04.DESC_DONE,(unattributed),You've found a Spell Stone,
O2,System_Quests,Q3_TASK_05A.DESC,(unattributed),Take the Spell Stone to Nordberg,
O2,System_Quests,Q3_TASK_05A.DESC_DONE,(unattributed),You took the Spell Stone to Nordberg,
O2,System_Quests,Q3_TASK_05.DESC,(unattributed),Find a Netherworld Gate to commit the Spell Stone,
O2,System_Quests,Q3_TASK_05.DESC_DONE,(unattributed),You've found a Netherworld Gate and committed the Spell Stone,
O2,System_Quests,Q3_TASK_06.DESC,(unattributed),Use your spell to kill some villagers,
O2,System_Quests,Q3_TASK_06.DESC_DONE,(unattributed),You've killed some villagers with your new spell,
O2,System_Quests,Q3_TASK_07.DESC,(unattributed),Use your spell to subdue some villagers,
O2,System_Quests,Q3_TASK_07.DESC_DONE,(unattributed),You've used your new spell to subdue some villagers,
O2,System_Quests,Q3_TASK_08.DESC,(unattributed),Travel back to the Netherworld,
O2,System_Quests,Q3_TASK_08.DESC_DONE,(unattributed),You've returned to the Netherworld,
O2,System_Quests,Q4_AUDITION.DESC,(unattributed),A Nordbergian requests an audience,
O2,System_Quests,Q4_HEADER.DESC,(unattributed),Conquer Nordberg Town,
O2,System_Quests,Q4_HEADER.DESC_DONE,(unattributed),Conquer Nordberg Town,
O2,System_Quests,Q4_TASK_01.DESC,(unattributed),Go to Nordberg,
O2,System_Quests,Q4_TASK_01.DESC_DONE,(unattributed),You've returned to Nordberg,
O2,System_Quests,Q4_TASK_02.DESC,(unattributed),Find out what's going on in Nordberg,
O2,System_Quests,Q4_TASK_02.DESC_DONE,(unattributed),You now know that the Empire and Governor Borius run Nordberg,
O2,System_Quests,Q4_TASK_03.DESC,(unattributed),Remove the fire barriers,
O2,System_Quests,Q4_TASK_03.DESC_DONE,(unattributed),With the help of the Reds you've removed the fire barriers,
O2,System_Quests,Q6_HEADER.DESC,(unattributed),Find the Red Minions,
O2,System_Quests,Q6_HEADER.DESC_DONE,(unattributed),Find the Red Minions,
O2,System_Quests,Q6_TASK_01.DESC,(unattributed),Go back to the Sanctuary Cave,
O2,System_Quests,Q6_TASK_01.DESC_DONE,(unattributed),You've returned to the Sanctuary Cave,
O2,System_Quests,Q6_TASK_02.DESC,(unattributed),Explore the Sanctuary to find the Red Minions,
O2,System_Quests,Q6_TASK_02.DESC_DONE,(unattributed),You've located the Red Minions,
O2,System_Quests,Q6_TASK_03.DESC,(unattributed),Find the Red Hive,
O2,System_Quests,Q6_TASK_03.DESC_DONE,(unattributed),You've found the Red Hive,
O2,System_Quests,Q6_TASK_04.DESC,(unattributed),Find a way to the Red Hive,
O2,System_Quests,Q6_TASK_04.DESC_DONE,(unattributed),You've found a route to the Red Hive,
O2,System_Quests,Q6_TASK_05.DESC,(unattributed),Bring the Red Hive to the Netherworld,
O2,System_Quests,Q6_TASK_05.DESC_DONE,(unattributed),You've returned the Red Hive to the Netherworld,
O2,System_Quests,Q6_TASK_05A.DESC,(unattributed),Go back to Nordberg,
O2,System_Quests,Q6_TASK_05A.DESC_DONE,(unattributed),You've returned to Nordberg,
O2,System_Quests,Q7_HEADER.DESC,(unattributed),Open the Sanctuary,
O2,System_Quests,Q7_HEADER.DESC_DONE,(unattributed),Open the Sanctuary,
O2,System_Quests,Q7_TASK_01.DESC,(unattributed),Examine the Netherworld shard,
O2,System_Quests,Q7_TASK_01.DESC_DONE,(unattributed),You've examined the Netherworld shard,
O2,System_Quests,Q7_TASK_02.DESC,(unattributed),Find a way in with your possessed Minion,
O2,System_Quests,Q7_TASK_02.DESC_DONE,(unattributed),You've possessed a Minion and used it to enter the Sanctuary,
O2,System_Quests,Q7_TASK_03.DESC,(unattributed),Destroy the pod to remove the roots,
O2,System_Quests,Q7_TASK_03.DESC_DONE,(unattributed),You've destroyed the roots of the pod,
O2,System_Quests,Q4_TASK_04.DESC,(unattributed),Find a way to flank the Ballista,
O2,System_Quests,Q4_TASK_04.DESC_DONE,(unattributed),You've flanked the Ballista,
O2,System_Quests,Q4_TASK_05.DESC,(unattributed),Take over the Ballista,
O2,System_Quests,Q4_TASK_05.DESC_DONE,(unattributed),The Ballista has been taken over by your Minions,
O2,System_Quests,Q4_TASK_06.DESC,(unattributed),Clear the blockades on the main road,
O2,System_Quests,Q4_TASK_06.DESC_DONE,(unattributed),You've used the Ballista to clear the blockades,
O2,System_Quests,Q4_TASK_07.DESC,(unattributed),Find a way to get into the Town,
O2,System_Quests,Q4_TASK_07.DESC_DONE,(unattributed),You've found a way into Nordberg,
O2,System_Quests,Q4_TASK_08.DESC,(unattributed),Investigate the digsite,
O2,System_Quests,Q4_TASK_08.DESC_DONE,(unattributed),You've explored the digsite,
O2,System_Quests,Q4_TASK_09.DESC,(unattributed),Blow up the Town Gate,
O2,System_Quests,Q4_TASK_09.DESC_DONE,(unattributed),You blew the bloody doors off!,
O2,System_Quests,Q4_TASK_10.DESC,(unattributed),Find Borius,
O2,System_Quests,Q4_TASK_10.DESC_DONE,(unattributed),You've found Governor Borius,
O2,System_Quests,Q4_TASK_11.DESC,(unattributed),Destroy the Temple,
O2,System_Quests,Q4_TASK_11.DESC_DONE,(unattributed),You've left the Temple in ruins,
O2,System_Quests,Q4_TASK_12.DESC,(unattributed),Find a way to reach the Town Hall,
O2,System_Quests,Q4_TASK_12.DESC_DONE,(unattributed),You've found a way to get to the Town Hall,
O2,System_Quests,Q4_TASK_13.DESC,(unattributed),Use the Siege Tower to reach the Town Hall,
O2,System_Quests,Q4_TASK_13.DESC_DONE,(unattributed),You used the Siege Tower to reach the Town Hall,
O2,System_Quests,Q4_TASK_14.DESC,(unattributed),Defeat Borius,
O2,System_Quests,Q4_TASK_14.DESC_DONE,(unattributed),You have defeated Borius,
O2,System_Quests,Q4_TASK_15.DESC,(unattributed),Kill or Enslave Borius,
O2,System_Quests,Q4_TASK_15.DESC_DONE_DOM,(unattributed),Governor Borius is your groveling slave,
O2,System_Quests,Q4_TASK_15.DESC_DONE_DES,(unattributed),You've killed Governor Borius,
O2,System_Quests,Q4_TASK_16.DESC,(unattributed),Take over Nordberg Town,
O2,System_Quests,Q4_TASK_16.DESC_DONE,(unattributed),You've taken over Nordberg Town,
O2,System_Quests,Q4_TASK_16A.DESC,(unattributed),Go back to the Netherworld,
O2,System_Quests,Q4_TASK_16A.DESC_DONE,(unattributed),You've returned to the Netherworld,
O2,System_Quests,Q8_Audience.DESC,(unattributed),A Nordbergian requests an audience,
O2,System_Quests,Q8_HEADER.DESC,(unattributed),Save your ship,
O2,System_Quests,Q8_HEADER.DESC_DONE,(unattributed),Save your ship,
O2,System_Quests,Q8_TASK_01A.DESC,(unattributed),Go to Nordhaven,
O2,System_Quests,Q8_TASK_01A.DESC_DONE,(unattributed),You've found Nordhaven,
O2,System_Quests,Q8_TASK_01.DESC,(unattributed),Deal with the ship thieves in Nordhaven,
O2,System_Quests,Q8_TASK_01.DESC_DONE,(unattributed),You've severely dealt with the ship thieves in Nordberg,
O2,System_Quests,Q8_TASK_02.DESC,(unattributed),Find a way to melt the river ice,
O2,System_Quests,Q8_TASK_02.DESC_DONE,(unattributed),You've melted the ice in the river,
O2,System_Quests,Q8_TASK_03.DESC,(unattributed),Set fire to tar pits,
O2,System_Quests,Q8_TASK_03.DESC_DONE,(unattributed),You've set fire to the tar pits,
O2,System_Quests,Q8_TASK_04.DESC,(unattributed),Set fire to the giant tar pit or subdue 10 villagers to remove the ice for you,
O2,System_Quests,Q8_TASK_04.DESC_DONE_DOM,(unattributed),You've subdued 10 villagers into melting the ice for you,
O2,System_Quests,Q8_TASK_04.DESC_DONE_DES,(unattributed),You've set fire to a giant tarpit and melted the ice,
O2,System_Quests,Q9_HEADER.DESC,(unattributed),Set sail to Everlight,
O2,System_Quests,Q9_HEADER.DESC_DONE,(unattributed),Set sail to Everlight,
O2,System_Quests,Q9_TASK_02.DESC,(unattributed),Sail out of Nordhaven,
O2,System_Quests,Q9_TASK_02.DESC_DONE,(unattributed),You're leaving Nordhaven behind you,
O2,System_Quests,Q9_TASK_03.DESC,(unattributed),Get to open sea,
O2,System_Quests,Q9_TASK_03.DESC_DONE,(unattributed),Your ship has reached the open sea,
O2,System_Quests,Q9_TASK_04.DESC,(unattributed),Sail on to Everlight,
O2,System_Quests,Q9_TASK_04.DESC_DONE,(unattributed),You're bound for Everlight,
O2,System_Quests,Q10_HEADER.DESC,(unattributed),Destroy the ship blockade,
O2,System_Quests,Q10_HEADER.DESC_DONE,(unattributed),Destroy the ship blockade,
O2,System_Quests,Q10_TASK_01.DESC,(unattributed),Dock your ship,
O2,System_Quests,Q10_TASK_01.DESC_DONE,(unattributed),Your ship has now been docked,
O2,System_Quests,Q10_TASK_02.DESC,(unattributed),Find a way to destroy the ship that's blocking the river,
O2,System_Quests,Q10_TASK_02.DESC_DONE,(unattributed),You've destroyed the ship blocking the river,
O2,System_Quests,Q11_HEADER.DESC,(unattributed),Open the Gates to Everlight,
O2,System_Quests,Q11_HEADER.DESC_DONE,(unattributed),Open the Gates to Everlight,
O2,System_Quests,Q11_TASK_01.DESC,(unattributed),Return the Gate Keys to their slots,
O2,System_Quests,Q11_TASK_01.DESC_DONE,(unattributed),You have returned the Gate Keys to their slots,
O2,System_Quests,Q12_HEADER.DESC,(unattributed),Seize the Elven ship,
O2,System_Quests,Q12_HEADER.DESC_DONE,(unattributed),Seize the Elven ship,
O2,System_Quests,Q12_TASK_01.DESC,(unattributed),Get to the Elven ship before they escape,
O2,System_Quests,Q12_TASK_01.DESC_DONE,(unattributed),You've reached the Elven ship,
O2,System_Quests,Q12_TASK_02.DESC,(unattributed),Burn the sails to stop the ship,
O2,System_Quests,Q12_TASK_02.DESC_DONE,(unattributed),You've burnt the sails on the Elven ship,
O2,System_Quests,Q12_TASK_03.DESC,(unattributed),Board their ship,
O2,System_Quests,Q12_TASK_03.DESC_DONE,(unattributed),You've boarded the ship,
O2,System_Quests,Q12_TASK_04.DESC,(unattributed),Kill the Elves,
O2,System_Quests,Q12_TASK_04.DESC_DONE,(unattributed),You've killed the Elves,
O2,System_Quests,Q14_HEADER.DESC,(unattributed),Everlight Jungle,
O2,System_Quests,Q14_HEADER.DESC_DONE,(unattributed),Everlight Jungle,
O2,System_Quests,Q14_TASK_01.DESC,(unattributed),Venture further into the jungle,
O2,System_Quests,Q14_TASK_01.DESC_DONE,(unattributed),You've gone deeper into the jungle,
O2,System_Quests,Q14A_HEADER.DESC,(unattributed),Rescue the Green Minion Hive,
O2,System_Quests,Q14A_HEADER.DESC_DONE,(unattributed),Rescue the Green Minion Hive,
O2,System_Quests,Q14A_TASK_01.DESC,(unattributed),Find the guarded Empire building,
O2,System_Quests,Q14A_TASK_01.DESC_DONE,(unattributed),You've found the guarded Empire building,
O2,System_Quests,Q14A_TASK_02.DESC,(unattributed),Retrieve the Green Hive from the guarded Empire building,
O2,System_Quests,Q14A_TASK_02.DESC_DONE,(unattributed),You've retrieved the Green Hive from the guarded Empire building,
O2,System_Quests,Q14A_TASK_03.DESC,(unattributed),Destroy the Sentinel Towers,
O2,System_Quests,Q14A_TASK_03.DESC_DONE,(unattributed),You've destroyed the Sentinel Towers,
O2,System_Quests,Q14A_TASK_04.DESC,(unattributed),Leave the guarded Empire building,
O2,System_Quests,Q14A_TASK_04.DESC_DONE,(unattributed),You've left the guarded Empire building,
O2,System_Quests,Q15_HEADER.DESC,(unattributed),Find your missing crew,
O2,System_Quests,Q15_HEADER.DESC_DONE,(unattributed),Find your missing crew,
O2,System_Quests,Q15_TASK_01.DESC,(unattributed),Find Minions crew members,
O2,System_Quests,Q15_TASK_01.DESC_DONE,(unattributed),You've found your Minion crew members,
O2,System_Quests,Q16_Audience.DESC,(unattributed),A Nordbergian requests an audience,
O2,System_Quests,Q16_HEADER.DESC,(unattributed),Deal with the Nordberg Commune,
O2,System_Quests,Q16_HEADER.DESC_DONE,(unattributed),Deal with the Nordberg Commune,
O2,System_Quests,Q16_TASK_01.DESC,(unattributed),Tear the Commune apart,
O2,System_Quests,Q16_TASK_01.DESC_DONE_DOM,(unattributed),You've controlled the Commune by turning the residents into slaves,
O2,System_Quests,Q16_TASK_01.DESC_DONE_DES,(unattributed),You've destroyed the Commune through death and mayhem,
O2,System_Quests,Q16_TASK_02.DESC,(unattributed),Open the Gate to the Commune,
O2,System_Quests,Q16_TASK_02.DESC_DONE,(unattributed),You've opened the Commune Gate,
O2,System_Quests,Q16_TASK_03.DESC,(unattributed),Find your Wolves,
O2,System_Quests,Q16_TASK_03.DESC_DONE,(unattributed),You've found your Wolf mounts,
O2,System_Quests,Q17_HEADER.DESC,(unattributed),Spider Queen Temple,
O2,System_Quests,Q17_HEADER.DESC_DONE,(unattributed),Spider Queen Temple,
O2,System_Quests,Q17_TASK_01.DESC,(unattributed),Defeat the Spider Queen,
O2,System_Quests,Q17_TASK_01.DESC_DONE,(unattributed),You've defeated the Spider Queen,
O2,System_Quests,Q17_TASK_02.DESC,(unattributed),Find a way into the Temple,
O2,System_Quests,Q17_TASK_02.DESC_DONE,(unattributed),You've found a way into the Temple,
O2,System_Quests,Q17_TASK_03.DESC,(unattributed),Find a way out of the Temple,
O2,System_Quests,Q17_TASK_03.DESC_DONE,(unattributed),You've found a way out of the Temple,
O2,System_Quests,Q18_HEADER.DESC,(unattributed),Everlight Town,
O2,System_Quests,Q18_HEADER.DESC_DONE,(unattributed),Everlight Town,
O2,System_Quests,Q18_TASK_01.DESC,(unattributed),Gain entrance to Everlight Town,
O2,System_Quests,Q18_TASK_01.DESC_DONE,(unattributed),You've found a way into the Town,
O2,System_Quests,Q18_TASK_02A.DESC,(unattributed),Get into Everlight Town,
O2,System_Quests,Q18_TASK_02A.DESC_DONE,(unattributed),You've entered Everlight Town,
O2,System_Quests,Q18_TASK_02.DESC,(unattributed),Destroy the Temple,
O2,System_Quests,Q18_TASK_02.DESC_DONE,(unattributed),The Temple is in ruins,
O2,System_Quests,Q18_TASK_03.DESC,(unattributed),Kill or Subdue the Everlight Governess,
O2,System_Quests,Q18_TASK_03.DESC_DONE_DOM,(unattributed),You have subdued the Governess of Everlight,
O2,System_Quests,Q18_TASK_03.DESC_DONE_DES,(unattributed),You have killed the Governess of Everlight,
O2,System_Quests,Q18_TASK_04.DESC,(unattributed),Start Town Control over Everlight,
O2,System_Quests,Q18_TASK_04.DESC_DONE,(unattributed),You've started Town Control over Everlight,
O2,System_Quests,Q18_TASK_05.DESC,(unattributed),Go back to the Netherworld,
O2,System_Quests,Q18_TASK_05.DESC_DONE,(unattributed),You've returned to the Netherworld,
O2,System_Quests,Q13_Audience.DESC,(unattributed),A mysterious lady appears,
O2,System_Quests,Q13_HEADER.DESC,(unattributed),Visit the Wasteland,
O2,System_Quests,Q13_HEADER.DESC_DONE,(unattributed),Visit the Wasteland,
O2,System_Quests,Q13_TASK_01.DESC,(unattributed),Go to the Wasteland,
O2,System_Quests,Q13_TASK_01.DESC_DONE,(unattributed),You've entered the Wastelands,
O2,System_Quests,Q19A_Audience.DESC,(unattributed),Travel to the Empire,
O2,System_Quests,Q19A_HEADER.DESC,(unattributed),Go to the Empire Heartlands,
O2,System_Quests,Q19A_HEADER.DESC_DONE,(unattributed),Go to the Empire Heartlands,
O2,System_Quests,Q19A_TASK_01.DESC,(unattributed),Set sail for the Empire Heartlands,
O2,System_Quests,Q19A_TASK_01.DESC_DONE,(unattributed),You have set sail for the Empire Heartlands,
O2,System_Quests,Q19_HEADER.DESC,(unattributed),Find a way into Empire City,
O2,System_Quests,Q19_HEADER.DESC_DONE,(unattributed),Find a way into Empire City,
O2,System_Quests,Q19_TASK_01.DESC,(unattributed),Get to Empire City's Gates,
O2,System_Quests,Q19_TASK_01.DESC_DONE,(unattributed),You've reached Empire City's Gates,
O2,System_Quests,Q19_TASK_02.DESC,(unattributed),Get past the Harbor Fort,
O2,System_Quests,Q19_TASK_02.DESC_DONE,(unattributed),You've got past the Harbor Fort,
O2,System_Quests,Q19_TASK_03.DESC,(unattributed),Dress up 16 Minions as Legionaries to fool the Catapult guards,
O2,System_Quests,Q19_TASK_03.DESC_DONE,(unattributed),You've dressed up 16 Minions as Legionaries,
O2,System_Quests,Q19_TASK_04.DESC,(unattributed),Take control of the Catapult,
O2,System_Quests,Q19_TASK_04.DESC_DONE,(unattributed),Your Minions have taken control of the Catapult,
O2,System_Quests,Q19_TASK_05A.DESC,(unattributed),Explore further into the Empire Heartlands,
O2,System_Quests,Q19_TASK_05A.DESC_DONE,(unattributed),You've explored further into the Heartlands,
O2,System_Quests,Q19_TASK_05.DESC,(unattributed),Get yourself a Sedan Chair,
O2,System_Quests,Q19_TASK_05.DESC_DONE,(unattributed),You've stolen Senator Drearius' Sedan Chair,
O2,System_Quests,Q19_TASK_06.DESC,(unattributed),Find a good location for the Netherworld Gate,
O2,System_Quests,Q19_TASK_06.DESC_DONE,(unattributed),You've reached a suitable location for a Netherworld Gate,
O2,System_Quests,Q19_TASK_07.DESC,(unattributed),Take down the  Sentinel on the main road,
O2,System_Quests,Q19_TASK_07.DESC_DONE,(unattributed),You've taken down the Sentinel on the main road,
O2,System_Quests,Q19_TASK_08.DESC,(unattributed),Get onto the main road,
O2,System_Quests,Q19_TASK_08.DESC_DONE,(unattributed),You've reached the main road,
O2,System_Quests,Q19_TASK_09.DESC,(unattributed),Destroy the Villa and take down Senator Drearius,
O2,System_Quests,Q19_TASK_09.DESC_DONE_DOM,(unattributed),You've destroyed the Villa and turned Senator Drearius into your slave,
O2,System_Quests,Q19_TASK_09.DESC_DONE_DES,(unattributed),You've destroyed the Villa and killed Senator Drearius,
O2,System_Quests,Q19_TASK_10.DESC,(unattributed),Use the Sedan Chair to infiltrate the City,
O2,System_Quests,Q19_TASK_10.DESC_DONE,(unattributed),You've used the Sedan Chair to infiltrate the City,
O2,System_Quests,Q21_HEADER.DESC,(unattributed),Find the Blue Minions,
O2,System_Quests,Q21_HEADER.DESC_DONE,(unattributed),Find the Blue Minions,
O2,System_Quests,Q21_TASK_01.DESC,(unattributed),Find out where the Blue Minions are,
O2,System_Quests,Q21_TASK_01.DESC_DONE,(unattributed),Your Blue Minions have been taken to the Arena Dungeons,
O2,System_Quests,Q21_TASK_02.DESC,(unattributed),Infiltrate Empire City,
O2,System_Quests,Q21_TASK_02.DESC_DONE,(unattributed),You have infiltrated Empire City,
O2,System_Quests,Q21_TASK_03.DESC,(unattributed),Find the Arena Dungeons,
O2,System_Quests,Q21_TASK_03.DESC_DONE,(unattributed),You have located the Arena Dungeons,
O2,System_Quests,Q21_TASK_04.DESC,(unattributed),Enter the Arena Dungeons,
O2,System_Quests,Q21_TASK_04.DESC_DONE,(unattributed),You have entered the Arena Dungeons,
O2,System_Quests,Q21_TASK_05.DESC,(unattributed),Free the Blue Minions,
O2,System_Quests,Q21_TASK_05.DESC_DONE,(unattributed),You've freed the Blue Minions,
O2,System_Quests,Q21_TASK_06.DESC,(unattributed),Use the Raft to reach the Blue Hive,
O2,System_Quests,Q21_TASK_06.DESC_DONE,(unattributed),You have used the raft to reach the Blue Hive,
O2,System_Quests,Q21_TASK_07.DESC,(unattributed),Follow the Blue Hive,
O2,System_Quests,Q21_TASK_07.DESC_DONE,(unattributed),You've followed the Blue Hive into the Imperial Palace,
O2,System_Quests,Q22_HEADER.DESC,(unattributed),Find the Blue Hive in the Palace,
O2,System_Quests,Q22_HEADER.DESC_DONE,(unattributed),Find the Blue Hive in the Palace,
O2,System_Quests,Q22_TASK_01.DESC,(unattributed),Find the Blue Hive,
O2,System_Quests,Q22_TASK_01.DESC_DONE,(unattributed),You've found the Blue Hive,
O2,System_Quests,Q22_TASK_02.DESC,(unattributed),Find a new way into the Imperial Palace,
O2,System_Quests,Q22_TASK_02.DESC_DONE,(unattributed),You've found a new way into the Imperial Palace,
O2,System_Quests,Q22_TASK_03.DESC,(unattributed),Retrieve the Blue Hive,
O2,System_Quests,Q22_TASK_03.DESC_DONE,(unattributed),You've retrieved the Blue Hive,
O2,System_Quests,Q23_HEADER.DESC,(unattributed),Survive the Arena Games,
O2,System_Quests,Q23_HEADER.DESC_DONE,(unattributed),Survive the Arena Games,
O2,System_Quests,Q23_TASK_01.DESC,(unattributed),Resurrect the dead Minions,
O2,System_Quests,Q23_TASK_01.DESC_DONE,(unattributed),You've resurrected the dead Minions,
